,
,
21623,cache-references
5574,cache-misses
1936168,cycles
638211,instructions
136436,branches
167,faults
0,migrations
1,context-switches
,
,
15214,cache-references
4048,cache-misses
1650808,cycles
637033,instructions
136241,branches
167,faults
0,migrations
1,context-switches
,
,
18895,cache-references
4714,cache-misses
1839403,cycles
659628,instructions
141365,branches
168,faults
0,migrations
2,context-switches
,
,
14874,cache-references
4080,cache-misses
1583639,cycles
635158,instructions
135829,branches
167,faults
0,migrations
1,context-switches
,
,
17319,cache-references
4081,cache-misses
1687397,cycles
631164,instructions
135016,branches
167,faults
0,migrations
1,context-switches
,
,
17052,cache-references
4062,cache-misses
1632484,cycles
623436,instructions
138643,branches
168,faults
0,migrations
1,context-switches
,
,
17028,cache-references
6021,cache-misses
1808970,cycles
615455,instructions
136565,branches
168,faults
0,migrations
1,context-switches
,
,
14817,cache-references
5364,cache-misses
1576997,cycles
602308,instructions
133719,branches
168,faults
0,migrations
1,context-switches
,
,
16475,cache-references
4254,cache-misses
1658430,cycles
621618,instructions
137950,branches
168,faults
0,migrations
1,context-switches
,
,
17555,cache-references
5125,cache-misses
1728045,cycles
597614,instructions
132494,branches
168,faults
0,migrations
1,context-switches
,
,
17055,cache-references
3711,cache-misses
1672614,cycles
621962,instructions
138095,branches
168,faults
0,migrations
1,context-switches
,
,
16106,cache-references
3958,cache-misses
1725682,cycles
638633,instructions
136515,branches
168,faults
0,migrations
1,context-switches
,
,
15077,cache-references
4076,cache-misses
1632217,cycles
622477,instructions
132961,branches
168,faults
0,migrations
1,context-switches
,
,
14931,cache-references
3406,cache-misses
1627896,cycles
634393,instructions
135676,branches
167,faults
0,migrations
1,context-switches
,
,
15012,cache-references
4073,cache-misses
1678677,cycles
611909,instructions
135950,branches
168,faults
0,migrations
1,context-switches
,
,
16896,cache-references
4275,cache-misses
1692151,cycles
611110,instructions
135791,branches
168,faults
0,migrations
1,context-switches
,
,
27132,cache-references
8308,cache-misses
2484862,cycles
620937,instructions
138036,branches
168,faults
0,migrations
1,context-switches
,
,
17467,cache-references
6021,cache-misses
1839623,cycles
613787,instructions
136226,branches
168,faults
0,migrations
1,context-switches
,
,
15589,cache-references
3863,cache-misses
1598681,cycles
602375,instructions
133736,branches
167,faults
0,migrations
1,context-switches
,
,
25185,cache-references
6734,cache-misses
2600300,cycles
614174,instructions
136354,branches
168,faults
0,migrations
1,context-switches
,
,
16422,cache-references
5984,cache-misses
2076066,cycles
605773,instructions
134511,branches
168,faults
0,migrations
1,context-switches
,
,
15434,cache-references
5287,cache-misses
1771439,cycles
608470,instructions
135328,branches
168,faults
0,migrations
1,context-switches
,
,
17422,cache-references
6767,cache-misses
2268062,cycles
612450,instructions
136186,branches
167,faults
0,migrations
1,context-switches
,
,
15553,cache-references
3784,cache-misses
1654504,cycles
605162,instructions
134520,branches
167,faults
0,migrations
1,context-switches
,
,
28878,cache-references
9235,cache-misses
3040376,cycles
617123,instructions
137090,branches
168,faults
0,migrations
1,context-switches
,
,
25848,cache-references
5937,cache-misses
2795773,cycles
633754,instructions
140892,branches
168,faults
0,migrations
1,context-switches
,
,
21169,cache-references
7187,cache-misses
2351325,cycles
612931,instructions
136323,branches
168,faults
0,migrations
1,context-switches
,
,
17019,cache-references
5461,cache-misses
1918409,cycles
599345,instructions
132847,branches
168,faults
0,migrations
1,context-switches
,
,
18875,cache-references
6469,cache-misses
2117399,cycles
602096,instructions
133633,branches
168,faults
0,migrations
2,context-switches
,
,
22973,cache-references
7992,cache-misses
2383843,cycles
612971,instructions
135949,branches
168,faults
0,migrations
1,context-switches
,
,
23760,cache-references
7993,cache-misses
2421335,cycles
623389,instructions
138636,branches
168,faults
0,migrations
3,context-switches
,
,
16210,cache-references
3966,cache-misses
1722682,cycles
609855,instructions
135330,branches
168,faults
0,migrations
1,context-switches
,
,
25512,cache-references
7921,cache-misses
2867804,cycles
609895,instructions
135470,branches
168,faults
0,migrations
1,context-switches
,
,
15063,cache-references
3685,cache-misses
1703314,cycles
603752,instructions
133915,branches
168,faults
0,migrations
1,context-switches
,
,
22215,cache-references
7896,cache-misses
2368151,cycles
618686,instructions
137528,branches
168,faults
0,migrations
2,context-switches
,
,
31344,cache-references
11660,cache-misses
3151958,cycles
628605,instructions
139630,branches
167,faults
0,migrations
4,context-switches
,
,
16204,cache-references
5209,cache-misses
1857234,cycles
609619,instructions
135406,branches
168,faults
0,migrations
1,context-switches
,
,
16313,cache-references
4218,cache-misses
1729492,cycles
615879,instructions
136719,branches
167,faults
0,migrations
1,context-switches
,
,
27293,cache-references
8597,cache-misses
2949705,cycles
629772,instructions
140010,branches
168,faults
0,migrations
1,context-switches
,
,
16350,cache-references
5119,cache-misses
1817160,cycles
604091,instructions
134170,branches
168,faults
0,migrations
1,context-switches
,
,
16462,cache-references
5846,cache-misses
1878047,cycles
602774,instructions
133834,branches
167,faults
0,migrations
1,context-switches
,
,
15335,cache-references
3964,cache-misses
1692309,cycles
613490,instructions
136160,branches
168,faults
0,migrations
1,context-switches
,
,
17408,cache-references
6397,cache-misses
1985395,cycles
626790,instructions
139210,branches
168,faults
0,migrations
1,context-switches
,
,
16080,cache-references
4241,cache-misses
1711906,cycles
613413,instructions
136148,branches
168,faults
0,migrations
1,context-switches
,
,
21660,cache-references
7323,cache-misses
2203050,cycles
615591,instructions
136510,branches
168,faults
0,migrations
1,context-switches
,
,
15430,cache-references
3295,cache-misses
1650803,cycles
610280,instructions
135719,branches
168,faults
0,migrations
1,context-switches
,
,
14998,cache-references
3702,cache-misses
1618696,cycles
605230,instructions
134544,branches
167,faults
0,migrations
1,context-switches
,
,
15588,cache-references
3822,cache-misses
1615060,cycles
607842,instructions
135035,branches
168,faults
0,migrations
1,context-switches
,
,
15832,cache-references
3969,cache-misses
1673011,cycles
605855,instructions
134714,branches
167,faults
0,migrations
1,context-switches
,
,
15694,cache-references
5650,cache-misses
1738546,cycles
618611,instructions
137334,branches
168,faults
0,migrations
1,context-switches
,
,
16039,cache-references
4241,cache-misses
1742728,cycles
604268,instructions
134176,branches
168,faults
0,migrations
1,context-switches
,
,
22837,cache-references
8182,cache-misses
2510139,cycles
612629,instructions
136028,branches
168,faults
0,migrations
4,context-switches
,
,
21933,cache-references
9205,cache-misses
2775691,cycles
633649,instructions
140972,branches
168,faults
0,migrations
1,context-switches
,
,
15727,cache-references
4205,cache-misses
1742528,cycles
607169,instructions
134822,branches
167,faults
0,migrations
1,context-switches
,
,
15660,cache-references
5087,cache-misses
1773860,cycles
609634,instructions
135297,branches
168,faults
0,migrations
1,context-switches
,
,
26243,cache-references
8447,cache-misses
2610317,cycles
606920,instructions
134640,branches
168,faults
0,migrations
3,context-switches
,
,
15362,cache-references
3945,cache-misses
1623019,cycles
610734,instructions
135645,branches
168,faults
0,migrations
1,context-switches
,
,
18872,cache-references
5435,cache-misses
1923342,cycles
610894,instructions
135828,branches
167,faults
0,migrations
1,context-switches
,
,
21550,cache-references
6587,cache-misses
2096813,cycles
620534,instructions
137933,branches
168,faults
0,migrations
1,context-switches
,
,
16055,cache-references
4107,cache-misses
1761465,cycles
600840,instructions
133169,branches
168,faults
0,migrations
1,context-switches
,
,
16346,cache-references
4596,cache-misses
1797375,cycles
606919,instructions
134820,branches
168,faults
0,migrations
1,context-switches
,
,
16182,cache-references
3777,cache-misses
1621600,cycles
618832,instructions
137382,branches
168,faults
0,migrations
1,context-switches
,
,
15377,cache-references
4339,cache-misses
1610433,cycles
611875,instructions
136055,branches
168,faults
0,migrations
1,context-switches
,
,
19335,cache-references
4872,cache-misses
1894720,cycles
621653,instructions
138155,branches
168,faults
0,migrations
2,context-switches
,
,
17636,cache-references
5000,cache-misses
1880467,cycles
612161,instructions
136164,branches
167,faults
0,migrations
3,context-switches
,
,
16295,cache-references
4105,cache-misses
1628860,cycles
616827,instructions
137220,branches
168,faults
0,migrations
2,context-switches
,
,
16782,cache-references
5038,cache-misses
1665011,cycles
614834,instructions
136495,branches
168,faults
0,migrations
1,context-switches
,
,
17691,cache-references
5020,cache-misses
1723999,cycles
620337,instructions
137777,branches
168,faults
0,migrations
2,context-switches
,
,
15679,cache-references
4378,cache-misses
1679381,cycles
605810,instructions
134413,branches
168,faults
0,migrations
1,context-switches
,
,
15485,cache-references
4459,cache-misses
1697034,cycles
612306,instructions
135874,branches
168,faults
0,migrations
1,context-switches
,
,
17217,cache-references
5542,cache-misses
1884560,cycles
623303,instructions
138478,branches
168,faults
0,migrations
3,context-switches
,
,
16234,cache-references
3801,cache-misses
1664458,cycles
594573,instructions
131999,branches
167,faults
0,migrations
1,context-switches
,
,
18273,cache-references
7017,cache-misses
1986115,cycles
616656,instructions
137125,branches
167,faults
0,migrations
1,context-switches
,
,
16915,cache-references
4632,cache-misses
1649430,cycles
606365,instructions
134531,branches
168,faults
0,migrations
1,context-switches
,
,
19131,cache-references
5549,cache-misses
1848024,cycles
619583,instructions
137708,branches
167,faults
0,migrations
3,context-switches
,
,
19505,cache-references
4818,cache-misses
1875208,cycles
616590,instructions
137067,branches
168,faults
0,migrations
3,context-switches
,
,
18265,cache-references
4999,cache-misses
1794378,cycles
620622,instructions
137978,branches
168,faults
0,migrations
1,context-switches
,
,
15702,cache-references
4392,cache-misses
1667784,cycles
608782,instructions
134955,branches
168,faults
0,migrations
1,context-switches
,
,
18743,cache-references
6160,cache-misses
1880321,cycles
620205,instructions
137822,branches
168,faults
0,migrations
2,context-switches
,
,
17982,cache-references
6326,cache-misses
1839498,cycles
611804,instructions
135789,branches
168,faults
0,migrations
1,context-switches
,
,
16871,cache-references
6628,cache-misses
1831526,cycles
602089,instructions
133807,branches
168,faults
0,migrations
1,context-switches
,
,
19008,cache-references
6542,cache-misses
1936711,cycles
622154,instructions
138324,branches
168,faults
0,migrations
1,context-switches
,
,
15807,cache-references
3898,cache-misses
1711866,cycles
603311,instructions
133595,branches
168,faults
0,migrations
1,context-switches
,
,
15850,cache-references
5139,cache-misses
1766567,cycles
604238,instructions
134159,branches
168,faults
0,migrations
1,context-switches
,
,
15403,cache-references
4076,cache-misses
1603517,cycles
610627,instructions
135546,branches
168,faults
0,migrations
1,context-switches
,
,
19054,cache-references
4700,cache-misses
1871965,cycles
612245,instructions
136046,branches
168,faults
0,migrations
3,context-switches
,
,
18347,cache-references
5659,cache-misses
1857900,cycles
615698,instructions
136836,branches
167,faults
0,migrations
2,context-switches
,
,
16428,cache-references
4861,cache-misses
1698569,cycles
606537,instructions
134743,branches
168,faults
0,migrations
1,context-switches
,
,
15689,cache-references
4463,cache-misses
1613469,cycles
612914,instructions
136102,branches
167,faults
0,migrations
1,context-switches
,
,
17003,cache-references
4357,cache-misses
1635637,cycles
612490,instructions
135955,branches
168,faults
0,migrations
1,context-switches
,
,
16057,cache-references
4447,cache-misses
1707095,cycles
610875,instructions
135534,branches
167,faults
0,migrations
1,context-switches
,
,
15771,cache-references
5190,cache-misses
1798883,cycles
613298,instructions
136248,branches
168,faults
0,migrations
1,context-switches
,
,
15517,cache-references
4378,cache-misses
1632321,cycles
609166,instructions
135167,branches
168,faults
0,migrations
1,context-switches
,
,
20624,cache-references
5003,cache-misses
2027913,cycles
616592,instructions
137117,branches
167,faults
0,migrations
3,context-switches
,
,
18940,cache-references
5423,cache-misses
1938546,cycles
623868,instructions
138781,branches
168,faults
0,migrations
3,context-switches
,
,
16015,cache-references
4844,cache-misses
1663063,cycles
608882,instructions
135254,branches
167,faults
0,migrations
1,context-switches
,
,
18770,cache-references
5407,cache-misses
1787712,cycles
611605,instructions
135779,branches
168,faults
0,migrations
1,context-switches
,
,
16786,cache-references
4653,cache-misses
1716227,cycles
611655,instructions
135845,branches
168,faults
0,migrations
1,context-switches
,
,
19317,cache-references
4946,cache-misses
1914956,cycles
616102,instructions
136743,branches
168,faults
0,migrations
1,context-switches
,
,
17132,cache-references
6514,cache-misses
1883410,cycles
602428,instructions
133747,branches
167,faults
0,migrations
1,context-switches
,
,
20170,cache-references
7118,cache-misses
2108857,cycles
605755,instructions
134549,branches
167,faults
0,migrations
2,context-switches
,
,
15612,cache-references
5822,cache-misses
1679654,cycles
609231,instructions
135188,branches
168,faults
0,migrations
1,context-switches
,
,
20345,cache-references
4340,cache-misses
1917237,cycles
615841,instructions
136735,branches
168,faults
0,migrations
5,context-switches
,
,
18369,cache-references
4548,cache-misses
1738965,cycles
632534,instructions
140593,branches
168,faults
0,migrations
1,context-switches
,
,
16822,cache-references
4589,cache-misses
1746452,cycles
612849,instructions
136163,branches
168,faults
0,migrations
1,context-switches
,
,
15571,cache-references
4472,cache-misses
1841551,cycles
610683,instructions
135885,branches
167,faults
0,migrations
1,context-switches
,
,
17005,cache-references
5835,cache-misses
1936487,cycles
634073,instructions
140747,branches
168,faults
0,migrations
1,context-switches
,
,
15403,cache-references
4457,cache-misses
1614778,cycles
605843,instructions
134571,branches
168,faults
0,migrations
1,context-switches
,
,
15661,cache-references
4444,cache-misses
1626128,cycles
614813,instructions
136566,branches
167,faults
0,migrations
1,context-switches
,
,
18442,cache-references
5242,cache-misses
1851027,cycles
613033,instructions
136214,branches
168,faults
0,migrations
2,context-switches
,
,
15559,cache-references
4865,cache-misses
1731057,cycles
611012,instructions
135729,branches
168,faults
0,migrations
1,context-switches
,
,
19249,cache-references
6172,cache-misses
1950597,cycles
617626,instructions
137511,branches
167,faults
0,migrations
3,context-switches
,
,
17529,cache-references
4640,cache-misses
1767912,cycles
627459,instructions
139342,branches
168,faults
0,migrations
1,context-switches
,
,
15752,cache-references
6010,cache-misses
1704835,cycles
610607,instructions
135628,branches
167,faults
0,migrations
1,context-switches
,
,
17573,cache-references
5546,cache-misses
1810127,cycles
601941,instructions
133776,branches
167,faults
0,migrations
1,context-switches
,
,
15518,cache-references
4243,cache-misses
1624532,cycles
614523,instructions
136368,branches
168,faults
0,migrations
1,context-switches
,
,
17697,cache-references
5233,cache-misses
1819608,cycles
624953,instructions
138979,branches
168,faults
0,migrations
1,context-switches
,
,
18118,cache-references
6684,cache-misses
1877750,cycles
630012,instructions
140137,branches
168,faults
0,migrations
1,context-switches
,
,
18629,cache-references
4837,cache-misses
1787545,cycles
622699,instructions
138313,branches
168,faults
0,migrations
2,context-switches
,
,
15607,cache-references
5190,cache-misses
1760447,cycles
601922,instructions
133811,branches
167,faults
0,migrations
1,context-switches
,
,
15667,cache-references
4808,cache-misses
1710674,cycles
610962,instructions
135540,branches
168,faults
0,migrations
1,context-switches
,
,
20289,cache-references
6807,cache-misses
2052686,cycles
604219,instructions
134456,branches
167,faults
0,migrations
1,context-switches
,
,
18254,cache-references
8007,cache-misses
2082235,cycles
609567,instructions
135258,branches
168,faults
0,migrations
3,context-switches
,
,
15271,cache-references
3554,cache-misses
1582811,cycles
607469,instructions
134917,branches
167,faults
0,migrations
1,context-switches
,
,
15742,cache-references
4764,cache-misses
1682495,cycles
609678,instructions
135293,branches
168,faults
0,migrations
1,context-switches
,
,
17934,cache-references
4259,cache-misses
1936355,cycles
621327,instructions
137823,branches
168,faults
0,migrations
2,context-switches
,
,
17817,cache-references
6305,cache-misses
1893094,cycles
603250,instructions
133797,branches
168,faults
0,migrations
2,context-switches
,
,
15447,cache-references
4041,cache-misses
1604133,cycles
609542,instructions
135219,branches
168,faults
0,migrations
1,context-switches
,
,
15574,cache-references
4866,cache-misses
1688637,cycles
612081,instructions
136079,branches
168,faults
0,migrations
1,context-switches
,
,
16209,cache-references
4516,cache-misses
1665585,cycles
604760,instructions
134428,branches
168,faults
0,migrations
1,context-switches
,
,
17530,cache-references
4405,cache-misses
2242900,cycles
608776,instructions
135499,branches
168,faults
0,migrations
1,context-switches
,
,
22376,cache-references
7308,cache-misses
2163004,cycles
624860,instructions
138988,branches
168,faults
0,migrations
1,context-switches
,
,
15156,cache-references
4659,cache-misses
1699235,cycles
597471,instructions
132540,branches
168,faults
0,migrations
1,context-switches
,
,
15415,cache-references
4246,cache-misses
1684921,cycles
614728,instructions
136522,branches
168,faults
0,migrations
1,context-switches
,
,
15113,cache-references
4012,cache-misses
1597644,cycles
609049,instructions
135439,branches
167,faults
0,migrations
1,context-switches
,
,
18968,cache-references
4823,cache-misses
1842881,cycles
612970,instructions
136229,branches
168,faults
0,migrations
3,context-switches
,
,
16226,cache-references
4500,cache-misses
1603930,cycles
616245,instructions
136638,branches
168,faults
0,migrations
1,context-switches
,
,
15896,cache-references
4185,cache-misses
1590794,cycles
606368,instructions
134704,branches
167,faults
0,migrations
1,context-switches
,
,
18794,cache-references
4860,cache-misses
1724701,cycles
612748,instructions
136152,branches
167,faults
0,migrations
1,context-switches
,
,
16171,cache-references
4467,cache-misses
1692075,cycles
599009,instructions
132760,branches
168,faults
0,migrations
1,context-switches
,
,
17941,cache-references
4828,cache-misses
1805910,cycles
601062,instructions
133283,branches
168,faults
0,migrations
1,context-switches
,
,
15642,cache-references
5014,cache-misses
1667016,cycles
609842,instructions
135331,branches
168,faults
0,migrations
1,context-switches
,
,
16072,cache-references
4446,cache-misses
1707369,cycles
612481,instructions
136073,branches
168,faults
0,migrations
2,context-switches
,
,
22081,cache-references
6590,cache-misses
2278549,cycles
607935,instructions
135023,branches
168,faults
0,migrations
1,context-switches
,
,
25575,cache-references
7543,cache-misses
2563346,cycles
609883,instructions
135332,branches
168,faults
0,migrations
1,context-switches
,
,
15578,cache-references
4707,cache-misses
1619984,cycles
611270,instructions
135794,branches
168,faults
0,migrations
1,context-switches
,
,
19923,cache-references
5676,cache-misses
1931053,cycles
621721,instructions
138001,branches
168,faults
0,migrations
1,context-switches
,
,
17999,cache-references
5625,cache-misses
1819762,cycles
625208,instructions
139144,branches
168,faults
0,migrations
1,context-switches
,
,
16761,cache-references
3892,cache-misses
1642430,cycles
597240,instructions
132497,branches
168,faults
0,migrations
1,context-switches
,
,
16746,cache-references
6397,cache-misses
1779384,cycles
622557,instructions
138340,branches
168,faults
0,migrations
1,context-switches
,
,
16553,cache-references
5001,cache-misses
1710349,cycles
607258,instructions
134723,branches
168,faults
0,migrations
1,context-switches
,
,
16971,cache-references
6892,cache-misses
1882290,cycles
626605,instructions
139378,branches
167,faults
0,migrations
1,context-switches
,
,
16230,cache-references
4613,cache-misses
1682160,cycles
609580,instructions
135561,branches
168,faults
0,migrations
1,context-switches
,
,
16652,cache-references
6350,cache-misses
1814222,cycles
604462,instructions
134234,branches
167,faults
0,migrations
1,context-switches
,
,
15526,cache-references
4010,cache-misses
1604428,cycles
615855,instructions
136782,branches
168,faults
0,migrations
1,context-switches
,
,
15752,cache-references
4712,cache-misses
1651790,cycles
603801,instructions
134101,branches
168,faults
0,migrations
1,context-switches
,
,
18892,cache-references
5447,cache-misses
1922290,cycles
618975,instructions
137914,branches
168,faults
0,migrations
3,context-switches
,
,
16979,cache-references
4501,cache-misses
1724907,cycles
613482,instructions
136324,branches
168,faults
0,migrations
2,context-switches
,
,
15311,cache-references
4309,cache-misses
1619091,cycles
611401,instructions
135942,branches
168,faults
0,migrations
1,context-switches
,
,
15606,cache-references
5779,cache-misses
1711874,cycles
609953,instructions
135601,branches
167,faults
0,migrations
1,context-switches
,
,
16951,cache-references
4359,cache-misses
1695412,cycles
603928,instructions
134217,branches
167,faults
0,migrations
1,context-switches
,
,
19865,cache-references
5272,cache-misses
1959101,cycles
629085,instructions
140087,branches
167,faults
0,migrations
2,context-switches
,
,
17184,cache-references
5568,cache-misses
1805778,cycles
626347,instructions
139414,branches
167,faults
0,migrations
1,context-switches
,
,
15362,cache-references
4318,cache-misses
1667652,cycles
605580,instructions
134875,branches
167,faults
0,migrations
1,context-switches
,
,
25828,cache-references
7897,cache-misses
2898752,cycles
613935,instructions
136364,branches
168,faults
0,migrations
3,context-switches
,
,
18965,cache-references
5390,cache-misses
1918290,cycles
616846,instructions
137118,branches
168,faults
0,migrations
3,context-switches
,
,
15326,cache-references
4726,cache-misses
1623114,cycles
611615,instructions
135717,branches
168,faults
0,migrations
1,context-switches
,
,
15689,cache-references
4597,cache-misses
1681284,cycles
613695,instructions
136100,branches
168,faults
0,migrations
1,context-switches
,
,
18684,cache-references
5065,cache-misses
1832638,cycles
615801,instructions
136886,branches
168,faults
0,migrations
3,context-switches
,
,
15350,cache-references
4223,cache-misses
1659978,cycles
603626,instructions
134298,branches
167,faults
0,migrations
1,context-switches
,
,
18318,cache-references
4374,cache-misses
1941057,cycles
616537,instructions
137073,branches
167,faults
0,migrations
4,context-switches
,
,
15449,cache-references
4281,cache-misses
1662495,cycles
609886,instructions
135593,branches
167,faults
0,migrations
1,context-switches
,
,
20769,cache-references
7107,cache-misses
2071899,cycles
624064,instructions
138654,branches
168,faults
0,migrations
1,context-switches
,
,
15592,cache-references
4068,cache-misses
1655293,cycles
603874,instructions
134207,branches
167,faults
0,migrations
1,context-switches
,
,
15745,cache-references
4004,cache-misses
1674661,cycles
605978,instructions
134566,branches
168,faults
0,migrations
1,context-switches
,
,
16258,cache-references
3824,cache-misses
1647595,cycles
605984,instructions
134695,branches
167,faults
0,migrations
1,context-switches
,
,
15775,cache-references
4489,cache-misses
1655608,cycles
602999,instructions
133913,branches
168,faults
0,migrations
1,context-switches
,
,
15779,cache-references
4770,cache-misses
1618996,cycles
613081,instructions
136262,branches
167,faults
0,migrations
1,context-switches
,
,
15670,cache-references
4663,cache-misses
1615886,cycles
608612,instructions
135170,branches
168,faults
0,migrations
1,context-switches
,
,
19376,cache-references
4845,cache-misses
1804363,cycles
612361,instructions
135791,branches
168,faults
0,migrations
1,context-switches
,
,
17096,cache-references
5943,cache-misses
1755235,cycles
608165,instructions
135082,branches
168,faults
0,migrations
1,context-switches
,
,
15247,cache-references
4262,cache-misses
1669711,cycles
611744,instructions
135769,branches
168,faults
0,migrations
1,context-switches
,
,
17643,cache-references
5378,cache-misses
1849587,cycles
622796,instructions
138161,branches
168,faults
0,migrations
1,context-switches
,
,
15459,cache-references
4202,cache-misses
1639624,cycles
606595,instructions
134708,branches
168,faults
0,migrations
1,context-switches
,
,
16067,cache-references
4443,cache-misses
1645939,cycles
613311,instructions
135976,branches
168,faults
0,migrations
1,context-switches
,
,
24352,cache-references
7365,cache-misses
2530687,cycles
615497,instructions
136678,branches
168,faults
0,migrations
1,context-switches
,
,
15045,cache-references
3540,cache-misses
1632242,cycles
605788,instructions
134651,branches
167,faults
0,migrations
1,context-switches
,
,
18531,cache-references
3911,cache-misses
1760348,cycles
618888,instructions
137703,branches
168,faults
0,migrations
3,context-switches
,
,
15392,cache-references
4392,cache-misses
1614374,cycles
603971,instructions
134149,branches
168,faults
0,migrations
1,context-switches
,
,
16215,cache-references
4354,cache-misses
1680145,cycles
604472,instructions
134221,branches
167,faults
0,migrations
1,context-switches
,
,
15745,cache-references
3796,cache-misses
1635039,cycles
610908,instructions
135865,branches
168,faults
0,migrations
1,context-switches
,
,
16231,cache-references
5081,cache-misses
1753612,cycles
608762,instructions
135256,branches
167,faults
0,migrations
1,context-switches
,
,
15772,cache-references
4298,cache-misses
1673907,cycles
613866,instructions
136084,branches
168,faults
0,migrations
1,context-switches
,
,
17718,cache-references
6297,cache-misses
1934451,cycles
615042,instructions
136410,branches
168,faults
0,migrations
1,context-switches
,
,
19114,cache-references
4958,cache-misses
1886783,cycles
615388,instructions
136786,branches
167,faults
0,migrations
3,context-switches
,
,
19939,cache-references
5539,cache-misses
1952756,cycles
620857,instructions
138079,branches
167,faults
0,migrations
3,context-switches
,
,
15728,cache-references
4308,cache-misses
1589550,cycles
594019,instructions
131919,branches
167,faults
0,migrations
1,context-switches
,
,
17348,cache-references
4839,cache-misses
1732395,cycles
626488,instructions
139321,branches
167,faults
0,migrations
1,context-switches
,
,
17720,cache-references
4914,cache-misses
1719573,cycles
625223,instructions
138727,branches
168,faults
0,migrations
1,context-switches
,
,
19089,cache-references
5128,cache-misses
1797157,cycles
622315,instructions
138476,branches
167,faults
0,migrations
1,context-switches
